Sno,freq_neg,freq_neutral,freq_pos,overall
0,15.398638348172724,0.9266284080291268,0.7966397701969123,1
1,14.136147023943064,2.4747977008228577,2.824486616243315,2
2,36.70505467074025,4.776638855016777,3.8431577071371654,1
3,57.14029795797927,4.396144330470781,3.566472798925644,0
4,26.723948792310615,2.609366426815764,4.619515105493409,0
5,99.20602862919918,9.792124512462527,8.847626753276684,0
6,46.87737112545726,8.021192305523476,12.71016968999206,2
7,33.864133475888565,6.2467990445363455,2.03164234452467,1
8,42.424044685468125,6.038166418178129,5.5353686216042295,2
9,41.138129053640576,7.591082119281047,17.988101125835712,2
10,26.42506424645204,9.429037280341294,5.225781716286565,1
11,14.540987252250076,3.1220328246745153,8.663981460148266,2
12,114.17924245768899,22.957341140792316,16.85405172663389,2
13,30.6048170079826,5.860650070365415,13.232056551054983,2
14,38.2252252141433,3.711888033553853,3.237570578415577,0
15,28.317641773424608,8.867139264010163,21.602007763464805,2
16,92.71832638760428,8.410356987843086,6.958169531954304,0
17,10.979149144530368,3.0191049760020316,2.3158334228526,2
18,38.51364361598502,9.621241385175846,27.565032149023757,2
19,62.56506433718741,9.36934871458543,8.37783639221626,0
20,1.629339185754239,1.4071510463170955,6.495130444305714,2
21,21.786293895145327,4.7101652996174685,8.589796408409907,2
22,43.591172359149994,20.001565033630428,7.763427368283178,1
23,75.79097231811137,9.515774048318935,9.744809263850135,0
24,46.7177980862741,7.266180162399894,2.9813026044669124,0
25,104.64101105968152,13.401039141129251,11.78100964780684,0
26,76.10949851555671,13.620672287711434,11.542610308679377,1
27,38.59118636278565,11.063370634286674,16.23862759715641,0
28,22.0849583980711,9.81848861949474,3.938360892926311,1
29,42.349736529977385,10.707700856781681,9.635479710636185,0
30,43.604839374057406,8.132786927820174,3.8601798172264923,1
31,61.18758400111222,8.485189502821296,6.275800063067699,0
32,25.895288749128465,5.830116559831666,4.449397289861558,0
33,14.751517060533109,11.558333997534904,9.402326968890051,2
34,3.35821955066177,11.687217442106038,3.874559234826015,1
35,37.41968605732194,6.982289339073684,12.81604870554673,2
36,10.222231020389263,4.057710484659054,6.887163116655675,2
37,1.3506893502198491,7.230516925979992,0.9602525677891276,1
